MapName,PrimaryState,MapScale,DateOnMap,ImprintYear,LinktoMetadata,EditYear,PhotoRevisionYear,NoWoodlandTint,VisualVersionNumber,AerialPhotoYear,FieldCheckYear,PhotoInspectionYear,SurveyYear,Datum,Projection,Advance,Preliminary,Provisional,Interim,Planimetric,SpecialPrinting,SpecialMap,ShadedRelief,Orthophoto,PubUsgs,PubArmyCorpEng,PubArmyMap,PubWarDept,PubMilitaryOther,PubForestServ,PubReclamation,PubBurLandMgmt,PubNatlParkServ,PubIndianAffairs,PubEpa,PubTennValleyAuth,PubUscommerce,Keywords,MapLanguage,DownloadGeoPDF
Agua Dulce,CA,24000,1960,1961,287831,,,N,,1957,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507181&quad=Agua Dulce&state=CA&grid=7.5X7.5&series=Map GeoPDF
Agua Dulce,CA,24000,1960,1965,287832,,,N,,1957,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507183&quad=Agua Dulce&state=CA&grid=7.5X7.5&series=Map GeoPDF
Agua Dulce,CA,24000,1960,1965,302214,,,Y,,1957,1960,,,NAD27,Polyconic,N,N,N,N,Y,Y,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507187&quad=Agua Dulce&state=CA&grid=7.5X7.5&series=Map GeoPDF
Agua Dulce,CA,24000,1960,1975,287833,,1974,N,,1974,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507185&quad=Agua Dulce&state=CA&grid=7.5X7.5&series=Map GeoPDF
Agua Dulce,CA,24000,1960,1988,287827,1988,1988,N,,1985,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507173&quad=Agua Dulce&state=CA&grid=7.5X7.5&series=Map GeoPDF
Agua Dulce,CA,24000,1960,1994,287829,1994,1988,N,1,1985,1960,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507177&quad=Agua Dulce&state=CA&grid=7.5X7.5&series=Map GeoPDF
Agua Dulce,CA,24000,1960,1994,287828,1994,1988,N,,1985,1960,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507175&quad=Agua Dulce&state=CA&grid=7.5X7.5&series=Map GeoPDF
Agua Dulce,CA,24000,1995,1999,287830,1995,,N,,1993,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507179&quad=Agua Dulce&state=CA&grid=7.5X7.5&series=Map GeoPDF
Agua Dulce,CA,62500,1952,1952,296667,,,N,,1941,,,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500305&quad=Agua Dulce&state=CA&grid=15X15&series=Map GeoPDF
Aguanga,CA,24000,1954,1955,287838,,,N,,1949,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507197&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1954,1961,287839,,,N,,1949,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507199&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1954,1972,287840,,1971,N,,1971,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507201&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1954,1972,302216,,1971,Y,1,1971,1954,,,NAD27,Polyconic,N,N,N,N,Y,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507207&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1954,1972,302215,,1971,Y,,1971,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507205&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1954,1980,287841,,1971,N,,1971,1964,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507203&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1954,1985,287834,1982,1982,N,,1980,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507189&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1954,1988,287835,1988,1988,N,1,1985,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507191&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1954,1988,287836,1988,1988,N,,1985,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507193&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Aguanga,CA,24000,1997,2000,287837,,,N,,1994,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507195&quad=Aguanga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ah Pah Ridge,CA,24000,1983,1983,287843,1983,,N,,1976,1977,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507211&quad=Ah Pah Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ah Pah Ridge,CA,24000,1997,2001,100332,,,N,,1993,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507209&quad=Ah Pah Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ahwahnee,CA,24000,1990,1990,287847,1990,,N,1,1985,1986,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507215&quad=Ahwahnee&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ahwahnee,CA,24000,1990,1990,287848,1990,,N,,1985,1986,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507217&quad=Ahwahnee&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ahwahnee,CA,24000,2004,2007,100331,2004,,N,,1998,,,,NAD83,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507213&quad=Ahwahnee&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ahwahnee,CA,24000,2004,2007,287849,,,Y,,1998,,,,NAD83,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507219&quad=Ahwahnee&state=CA&grid=7.5X7.5&series=Map GeoPDF
Airport Lake,CA,24000,1982,1983,287850,1982,,N,,1976,1977,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507221&quad=Airport Lake&state=CA&grid=7.5X7.5&series=Map GeoPDF
Al Shinn Canyon,CA,24000,1989,1989,287851,1989,,N,,1984,1985,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507223&quad=Al Shinn Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alameda Well,CA,24000,1986,1986,287854,1986,,N,,1982,1983,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507229&quad=Alameda Well&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alameda Well,CA,24000,1994,1997,287852,,,N,1,1993,1994,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507225&quad=Alameda Well&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alameda Well,CA,24000,1994,,287853,,,N,,1993,1994,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507227&quad=Alameda Well&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alamo Mountain,CA,24000,1958,1985,287855,,,N,,1942,,1971,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507231&quad=Alamo Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alamo Mountain,CA,24000,1991,1991,287857,1991,,N,1,1987,1988,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507235&quad=Alamo Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alamo Mountain,CA,24000,1991,1991,287856,1991,,N,,1987,1988,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507233&quad=Alamo Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alamo Mountain,CA,24000,1995,2000,287858,1995,,N,,1994,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507237&quad=Alamo Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alamorio,CA,24000,1956,1958,287861,,,N,,1953,,,1955,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507243&quad=Alamorio&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alamorio,CA,24000,1956,1974,287862,,,N,,1953,,,1956,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507245&quad=Alamorio&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alamorio,CA,24000,1956,1991,100327,,,N,,1953,,1976,1956,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507241&quad=Alamorio&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alamorio,CA,62500,1940,1956,296668,,,N,,1940,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500307&quad=Holtville&state=CA&grid=15X15&series=Map GeoPDF
Alamorio,CA,62500,1945,,296669,,,N,,1940,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500309&quad=Holtville&state=CA&grid=15X15&series=Map GeoPDF
Alamorio NE,CA,24000,1957,1958,287863,,,N,,1953,,,1957,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507239&quad=Holtville NE&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1954,1955,287868,,,N,,1951,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507255&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1954,1957,287867,,,N,,1951,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507253&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1954,1967,287869,,,N,,1951,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507257&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1954,1967,302221,,,Y,1,1951,1954,,,NAD27,Polyconic,N,N,N,N,Y,Y,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507263&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1954,1975,287870,,1973,N,,1973,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507259&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1954,1985,287864,1982,1982,N,,1980,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507247&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1954,1988,287865,1988,1988,N,,1985,1954,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507249&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1974,1977,287871,,,N,,1974,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,Quad,Y,N,N,N,N,N,N,N,N,N,N,N,N,Nonstandard Press Run,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507261&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1997,2000,302222,,,N,,1994,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507265&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alberhill,CA,24000,1997,2001,287866,1997,,N,,1994,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507251&quad=Alberhill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Albion,CA,24000,1960,1962,287872,,,N,,1957,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507269&quad=Albion&state=CA&grid=7.5X7.5&series=Map GeoPDF
Albion,CA,24000,1960,1967,100326,,,N,,1957,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507267&quad=Albion&state=CA&grid=7.5X7.5&series=Map GeoPDF
Albion,CA,24000,1960,1967,302224,,,Y,,1957,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507271&quad=Albion&state=CA&grid=7.5X7.5&series=Map GeoPDF
Albion,CA,62500,1943,,296670,,,N,,1943,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500311&quad=Albion&state=CA&grid=15X15&series=Map GeoPDF
Alcalde Hills,CA,24000,1969,1973,287876,,,N,,1967,1969,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507275&quad=Alcalde Hills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alcalde Hills,CA,24000,1969,1982,287877,,,N,,1967,1969,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507277&quad=Alcalde Hills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alcalde Hills,CA,24000,1969,1991,100325,,,N,,1967,1969,1978,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507273&quad=Alcalde Hills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Peak,CA,24000,1949,1953,287886,,,N,,1947,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507285&quad=Alder Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Peak,CA,24000,1949,1964,287885,,,N,,1947,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507283&quad=Alder Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Peak,CA,24000,1949,1969,287887,,,N,,1947,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507287&quad=Alder Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Peak,CA,24000,1949,1969,302227,,,Y,,1947,1949,,,NAD27,Polyconic,N,N,N,N,Y,Y,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507293&quad=Alder Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Peak,CA,24000,1949,1980,287888,,,N,,1947,1949,1972,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507289&quad=Alder Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Peak,CA,24000,1949,1984,287889,1984,1984,N,,1981,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507291&quad=Alder Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Peak,CA,24000,1949,1986,287883,1984,1984,N,,1981,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507279&quad=Alder Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Peak,CA,24000,1995,2000,287884,1995,,N,,1994,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507281&quad=Alder Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Springs,CA,24000,1967,1970,287892,,,N,,1965,1967,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507299&quad=Alder Springs&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Springs,CA,24000,1967,1970,302229,,,Y,1,1965,1967,,,NAD27,Polyconic,N,N,N,N,Y,Y,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507301&quad=Alder Springs&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Springs,CA,24000,1967,1985,287890,,,N,,1965,1967,1973,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507295&quad=Alder Springs&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alder Springs,CA,24000,1996,2001,287891,1996,,N,,1993,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507297&quad=Alder Springs&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alderpoint,CA,24000,1969,1974,287894,,,N,,1968,1969,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507305&quad=Alderpoint&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alderpoint,CA,24000,1969,1974,302230,,,Y,,1968,1969,,,NAD27,Lambert Conformal Conic,N,N,N,N,Y,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507307&quad=Alderpoint&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alderpoint,CA,24000,1997,2001,287893,1997,,N,,1993,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507303&quad=Alderpoint&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alderpoint,CA,62500,1949,1955,296673,,,N,2,1942,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500317&quad=Aldenpoint&state=CA&grid=15X15&series=Map GeoPDF
Alderpoint,CA,62500,1949,1955,296672,,,N,,1942,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500315&quad=Aldenpoint&state=CA&grid=15X15&series=Map GeoPDF
Alderpoint,CA,62500,1949,1973,296671,,,N,,1942,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500313&quad=Aldenpoint&state=CA&grid=15X15&series=Map GeoPDF
Alderpoint,CA,62500,1951,,296674,,,N,,1942,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500319&quad=Aldenpoint&state=CA&grid=15X15&series=Map GeoPDF
Alleghany,CA,24000,1949,1961,287897,,,N,,1946,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507311&quad=Alleghany&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alleghany,CA,24000,1949,1965,287898,,,N,,1946,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507313&quad=Alleghany&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alleghany,CA,24000,1949,1965,302231,,,Y,,1946,1949,,,NAD27,Polyconic,N,N,N,N,Y,Y,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507319&quad=Alleghany&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alleghany,CA,24000,1949,1981,287901,,,N,,1946,1949,1973,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507317&quad=Alleghany&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alleghany,CA,24000,1951,,287899,,,N,,1946,1949,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507315&quad=Alleghany&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alleghany,CA,24000,2000,2003,287896,2000,,N,,1998,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5507309&quad=Alleghany&state=CA&grid=7.5X7.5&series=Map GeoPDF
Alleghany,CA,62500,1950,1959,296677,,,N,,1946,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500325&quad=Alleghany&state=CA&grid=15X15&series=Map GeoPDF
Alleghany,CA,62500,1950,1966,296676,,,N,,1946,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5500323&quad=Alleghany&state=CA&grid=15X15&series=Map GeoPDF
